address,real_address,prefix,number,tagname,description,tag_type,Source,SCADA_tagname
T79,T79,T,79,T0079_TMR,,TIMER,PLC,[]
T80,T80,T,80,EXT1_FILL_1_COMPLETE_TMR,"""EXT1 FILL 1 COMPLETE AIR OFF DELAY FOR 5 MINS""",TIMER,PLC,[]
T81,T81,T,81,EXT2_FILL_COMPLETE_AIR_TMR,"""EXT2 FILL COMPLETE AIR OFF DELAY 5 MINS""",TIMER,PLC,[]
T82,T82,T,82,EXT3_FILL_COMPLETE_AIR_TMR,"""EXT3 FILL COMPLETE AIR OFF DELAY 5 MINS""",TIMER,PLC,[]
T83,T83,T,83,EXT4_FILL_COMPLETE_AIR_TMR,"""EXT4 FILL COMPLETE AIR OFF DELAY 5 MINS""",TIMER,PLC,[]
T84,T84,T,84,EXT1_2ND_COOK_15_TMR,"""EXT#1 2nd cook 15 min timer""",TIMER,PLC,[]
T85,T85,T,85,EXT2_2ND_COOK_15_TMR,"""EXT#2 2nd cook 15 min Timer""",TIMER,PLC,[]
T86,T86,T,86,EXT3_2ND_COOK_15MIN_TMR,"""EXT#3 2nd cook 15min timer""",TIMER,PLC,[]
T87,T87,T,87,EXT4_2ND_COOK_15MIN_TMR,"""EXT#4 2nd cook 15min timer""",TIMER,PLC,[]
T88,T88,T,88,T0088_TMR,,TIMER,PLC,[]
T89,T89,T,89,T0089_TMR,,TIMER,PLC,[]
T90,T90,T,90,T0090_TMR,,TIMER,PLC,[]
T91,T91,T,91,ACID_PUMP_1MIN_ON_TMR,"""Acid Pump 1min On Delay Timer""",TIMER,PLC,[]
T92,T92,T,92,T0092_TMR,,TIMER,PLC,[]
T93,T93,T,93,T0093_TMR,,TIMER,PLC,[]
T94,T94,T,94,EXT1_2ND_COOK_15_TMR,"""EXT#1 2nd cook +15 min timer""",TIMER,PLC,[]
T95,T95,T,95,EXT2_2ND_COOK_15_TMR,"""EXT#2 2nd cook +15 min Timer""",TIMER,PLC,[]
T96,T96,T,96,EXT3_2ND_COOK_15MIN_TMR,"""EXT#3 2nd cook +15min timer""",TIMER,PLC,[]
T97,T97,T,97,EXT4_2ND_COOK_15MIN_TMR,"""EXT#4 2nd cook +15min timer""",TIMER,PLC,[]
T98,T98,T,98,T0098_TMR,,TIMER,PLC,[]
T99,T99,T,99,T0099_TMR,,TIMER,PLC,[]
T100,T100,T,100,Tag_3AIRSHOTLENGTH_STATUS_TMR,"""_3AIRSHOTLENGTH_Status""",TIMER,PLC,[]
T101,T101,T,101,Tag_3AIRSHOTDLY_STATUS_TMR,"""_3AIRSHOTDLY_Status""",TIMER,PLC,[]
T102,T102,T,102,T0102_TMR,,TIMER,PLC,[]
T103,T103,T,103,T0103_TMR,,TIMER,PLC,[]
T105,T105,T,105,T0105_TMR,,TIMER,PLC,[]
T107,T107,T,107,T0107_TMR,,TIMER,PLC,[]
T109,T109,T,109,Tag_3SET2TIME_STATUS_TMR,"""_3SET2TIME_Status""",TIMER,PLC,[]
T111,T111,T,111,Tag_3COOK3_STATUS_TMR,"""_3COOK3_Status""",TIMER,PLC,[]
T113,T113,T,113,Tag_3SET3TIME_STATUS_TMR,"""_3SET3TIME_Status""",TIMER,PLC,[]
T115,T115,T,115,T0115_TMR,,TIMER,PLC,[]
T117,T117,T,117,T0117_TMR,,TIMER,PLC,[]
T118,T118,T,118,T0118_TMR,,TIMER,PLC,[]
T120,T120,T,120,T0120_TMR,,TIMER,PLC,[]
T121,T121,T,121,Tag_4AIRSHOTDLY_STATUS_TMR,"""Delay Between Air Shots""",TIMER,PLC,[]
T123,T123,T,123,T0123_TMR,,TIMER,PLC,[]
T125,T125,T,125,T0125_TMR,,TIMER,PLC,[]
T127,T127,T,127,Tag_4COOK2_STATUS_TMR,"""_4COOK2_Status""",TIMER,PLC,[]
T129,T129,T,129,T0129_TMR,,TIMER,PLC,[]
T131,T131,T,131,T0131_TMR,,TIMER,PLC,[]
T133,T133,T,133,T0133_TMR,,TIMER,PLC,[]
T135,T135,T,135,T0135_TMR,,TIMER,PLC,[]
T137,T137,T,137,Tag_4DROP4TMR_STATUS_TMR,"""_4DROP4TMR_Status""",TIMER,PLC,[]
T138,T138,T,138,Tag_4COOK4SETTMR_STATUS_TMR,"""_4COOK4SETTMR_Status""",TIMER,PLC,[]
T139,T139,T,139,EXT1HUTIMER_STATUS_TMR,"""EXT1HUTIMER_Status""",TIMER,PLC,[]
T140,T140,T,140,EXT2HUTIMER_STATUS_TMR,"""EXT2HUTIMER_Status""",TIMER,PLC,[]
T141,T141,T,141,T0141_TMR,,TIMER,PLC,[]
T142,T142,T,142,T0142_TMR,,TIMER,PLC,[]
T143,T143,T,143,T0143_TMR,,TIMER,PLC,[]
T144,T144,T,144,T0144_TMR,,TIMER,PLC,[]
T145,T145,T,145,T0145_TMR,,TIMER,PLC,[]
T146,T146,T,146,T0146_TMR,,TIMER,PLC,[]
T147,T147,T,147,T0147_TMR,,TIMER,PLC,[]
T148,T148,T,148,T0148_TMR,,TIMER,PLC,[]
T149,T149,T,149,COOK_2_WATER_FILL_TMR,"""Cook #2 Water Fill H/E Off Delay""",TIMER,PLC,[]
T150,T150,T,150,COOK_2_WATER_FILL_TMR,"""Cook #2 Water Fill H/E On Delay""",TIMER,PLC,[]
T151,T151,T,151,T0151_TMR,,TIMER,PLC,[]
T152,T152,T,152,T0152_TMR,,TIMER,PLC,[]
T153,T153,T,153,T0153_TMR,,TIMER,PLC,[]
T154,T154,T,154,T0154_TMR,,TIMER,PLC,[]
T155,T155,T,155,Tag_5SEC_DELAY_TMR,"""5sec Delay""",TIMER,PLC,[]
T156,T156,T,156,Tag_5SEC_DELAY_TMR,"""5sec Delay""",TIMER,PLC,[]
T0157,T157,T,157,T0157_TMR,,TIMER,PLC,[]
T0158,T158,T,158,T0158_TMR,,TIMER,PLC,[]
T161,T161,T,161,Tag_10_MIN_SPRAY_TMR,"""10 MIN SPRAY""",TIMER,PLC,[]
T162,T162,T,162,Tag_10_MIN_SPRAY_TMR,"""10 MIN SPRAY""",TIMER,PLC,[]
T163,T163,T,163,Tag_10_MIN_SPRAY_TMR,"""10 MIN SPRAY""",TIMER,PLC,[]
T164,T164,T,164,Tag_10_MIN_SPRAY_TMR,"""10 MIN SPRAY""",TIMER,PLC,[]
T165,T165,T,165,AIR_SHOT_5MIN_TIMER_TMR,"""AIR_SHOT_5min_TIMER""",TIMER,PLC,[]
T166,T166,T,166,AIR2_SHOT_5MIN_TIMER_TMR,"""AIR2_SHOT_5min_TIMER""",TIMER,PLC,[]
T167,T167,T,167,AIR2_SHOT_5MIN_TIMER_TMR,"""AIR2_SHOT_5min_TIMER""",TIMER,PLC,[]
T168,T168,T,168,AIR4_SHOT_5MIN_TIMER_TMR,"""AIR4_SHOT_5min_TIMER""",TIMER,PLC,[]
T171,T171,T,171,T0171_TMR,,TIMER,PLC,[]
T172,T172,T,172,T0172_TMR,,TIMER,PLC,[]
T173,T173,T,173,T0173_TMR,,TIMER,PLC,[]
T174,T174,T,174,T0174_TMR,,TIMER,PLC,[]
T175,T175,T,175,T0175_TMR,,TIMER,PLC,[]
T176,T176,T,176,T0176_TMR,,TIMER,PLC,[]
T177,T177,T,177,T0177_TMR,,TIMER,PLC,[]
T178,T178,T,178,T0178_TMR,,TIMER,PLC,[]
T179,T179,T,179,T0179_TMR,,TIMER,PLC,[]
T180,T180,T,180,T0180_TMR,,TIMER,PLC,[]
T181,T181,T,181,T0181_TMR,,TIMER,PLC,[]
T182,T182,T,182,T0182_TMR,,TIMER,PLC,[]
T183,T183,T,183,T0183_TMR,,TIMER,PLC,[]
T184,T184,T,184,T0184_TMR,,TIMER,PLC,[]
T185,T185,T,185,T0185_TMR,,TIMER,PLC,[]
T186,T186,T,186,T0186_TMR,,TIMER,PLC,[]
T187,T187,T,187,T0187_TMR,,TIMER,PLC,[]
T188,T188,T,188,T0188_TMR,,TIMER,PLC,[]
T189,T189,T,189,T0189_TMR,,TIMER,PLC,[]
T190,T190,T,190,T0190_TMR,,TIMER,PLC,[]
T191,T191,T,191,AIR_EXT_1_TMR,"""AIR_EXT-1""",TIMER,PLC,[]
T192,T192,T,192,AIR_EXT_2_TMR,"""AIR_EXT-2""",TIMER,PLC,[]
T193,T193,T,193,AIR_EXT_3_TMR,"""AIR_EXT-3""",TIMER,PLC,[]
T194,T194,T,194,AIR_EXT_4_TMR,"""AIR_EXT-4""",TIMER,PLC,[]
T195,T195,T,195,AIR_EXT_1A_TMR,"""AIR_EXT-1A""",TIMER,PLC,[]
T196,T196,T,196,AIR_EXT_2A_TMR,"""AIR_EXT-2A""",TIMER,PLC,[]
T197,T197,T,197,AIR_EXT_3A_TMR,"""AIR_EXT-3A""",TIMER,PLC,[]
T198,T198,T,198,AIR_EXT_4A_TMR,"""AIR_EXT-4A""",TIMER,PLC,[]
T200,T200,T,200,T0200_TMR,,TIMER,PLC,[]
T201,T201,T,201,T0201_TMR,,TIMER,PLC,[]
T202,T202,T,202,T0202_TMR,,TIMER,PLC,[]
T203,T203,T,203,T0203_TMR,,TIMER,PLC,[]
T204,T204,T,204,T0204_TMR,,TIMER,PLC,[]
T205,T205,T,205,T0205_TMR,,TIMER,PLC,[]
T206,T206,T,206,T0206_TMR,,TIMER,PLC,[]
T207,T207,T,207,T0207_TMR,,TIMER,PLC,[]
T210,T210,T,210,T0210_TMR,,TIMER,PLC,[]
T211,T211,T,211,T0211_TMR,,TIMER,PLC,[]
T212,T212,T,212,T0212_TMR,,TIMER,PLC,[]
T214,T214,T,214,T0214_TMR,,TIMER,PLC,[]
T215,T215,T,215,T0215_TMR,,TIMER,PLC,[]
T216,T216,T,216,T0216_TMR,,TIMER,PLC,[]
T217,T217,T,217,T0217_TMR,,TIMER,PLC,[]
T218,T218,T,218,T0218_TMR,,TIMER,PLC,[]
T219,T219,T,219,T0219_TMR,,TIMER,PLC,[]
T220,T220,T,220,T0220_TMR,,TIMER,PLC,[]
T221,T221,T,221,T0221_TMR,,TIMER,PLC,[]
T223,T223,T,223,T0223_TMR,,TIMER,PLC,[]
T224,T224,T,224,T0224_TMR,,TIMER,PLC,[]
T225,T225,T,225,T0225_TMR,,TIMER,PLC,[]
T226,T226,T,226,T0226_TMR,,TIMER,PLC,[]
T227,T227,T,227,T0227_TMR,,TIMER,PLC,[]
T228,T228,T,228,T0228_TMR,,TIMER,PLC,[]
T229,T229,T,229,T0229_TMR,,TIMER,PLC,[]
T230,T230,T,230,T0230_TMR,,TIMER,PLC,[]
T231,T231,T,231,T0231_TMR,,TIMER,PLC,[]
T232,T232,T,232,T0232_TMR,,TIMER,PLC,[]
T233,T233,T,233,T0233_TMR,,TIMER,PLC,[]
T234,T234,T,234,T0234_TMR,,TIMER,PLC,[]
T235,T235,T,235,EXT_3_LVL_DELAY_TMR,"""EXT #3 LVL DELAY""",TIMER,PLC,[]
T236,T236,T,236,EXCEED_POPUP_RESET_TMR,"""EXCEED_POPUP_RESET""",TIMER,PLC,[]
T237,T237,T,237,T0237_TMR,,TIMER,PLC,[]
T238,T238,T,238,EXT_4_LVL_DELAY_TMR,"""EXT #4 LVL DELAY""",TIMER,PLC,[]
T239,T239,T,239,T0239_TMR,,TIMER,PLC,[]
T240,T240,T,240,T0240_TMR,,TIMER,PLC,[]
T241,T241,T,241,EXT1_ONE_MIN_AIR_TMR,"""EXT1 ONE MIN AIR SHOT TIMER""",TIMER,PLC,[]
T242,T242,T,242,EXT2_ONE_MIN_AIR_TMR,"""EXT2 ONE MIN AIR SHOT TIMER""",TIMER,PLC,[]
T243,T243,T,243,EXT3_ONE_MIN_AIR_TMR,"""EXT3 ONE MIN AIR SHOT TIMER""",TIMER,PLC,[]
T244,T244,T,244,EXT4_ONE_MIN_AIR_TMR,"""EXT4 ONE MIN AIR SHOT TIMER""",TIMER,PLC,[]
T245,T245,T,245,EXT1_HEAT_UP_25_TMR,"""EXT1 HEAT UP 25 MINS""",TIMER,PLC,[]
T246,T246,T,246,EXT2_HEAT_UP_25_TMR,"""EXT2 HEAT UP 25 MINS""",TIMER,PLC,[]
T247,T247,T,247,EXT3_HEAT_UP_25_TMR,"""EXT3 HEAT UP 25 MINS""",TIMER,PLC,[]
T248,T248,T,248,EXT4_HEAT_UP_25_TMR,"""EXT4 HEAT UP 25 MINS""",TIMER,PLC,[]
T251,T251,T,251,SHUT_DOWN_RECYC_PUMP_TMR,"""SHUT DOWN RECYC PUMP 5 MINS""",TIMER,PLC,[]
T252,T252,T,252,EXT2_SHUT_DOWN_RECYC_TMR,"""EXT2 SHUT DOWN RECYC PUMP FOR 5 MINS""",TIMER,PLC,[]
T253,T253,T,253,EXT3_SHUT_DOWN_RECIRC_TMR,"""EXT3 SHUT DOWN RECIRC PUMP FOR 5 MINS""",TIMER,PLC,[]
T254,T254,T,254,EXT4_SHUT_DOWN_RECIRC_TMR,"""EXT4 SHUT DOWN RECIRC PUMP FOR 5 MINS""",TIMER,PLC,[]
T255,T255,T,255,T0255_TMR,,TIMER,PLC,[]
T256,T256,T,256,T0256_TMR,,TIMER,PLC,[]
T257,T257,T,257,T0257_TMR,,TIMER,PLC,[]
T258,T258,T,258,T0258_TMR,,TIMER,PLC,[]
T270,T270,T,270,T0270_TMR,,TIMER,PLC,[]
T271,T271,T,271,T0271_TMR,,TIMER,PLC,[]
T272,T272,T,272,T0272_TMR,,TIMER,PLC,[]
T273,T273,T,273,T0273_TMR,,TIMER,PLC,[]
T274,T274,T,274,T0274_TMR,,TIMER,PLC,[]
T275,T275,T,275,T0275_TMR,,TIMER,PLC,[]
T280,T280,T,280,T0280_TMR,,TIMER,PLC,[]
T281,T281,T,281,T0281_TMR,,TIMER,PLC,[]
T290,T290,T,290,PRT1_STEP_DELAY_TMR,"""PRT#1 Step Delay""",TIMER,PLC,[]
T291,T291,T,291,PRT2_STEP_DELAY_TMR,"""PRT#2 Step Delay""",TIMER,PLC,[]
T292,T292,T,292,PRT3_STEP_DELAY_TMR,"""PRT#3 Step Delay""",TIMER,PLC,[]
T293,T293,T,293,PRT4_STEP_DELAY_TMR,"""PRT#4 Step Delay""",TIMER,PLC,[]
T294,T294,T,294,T0294_TMR,,TIMER,PLC,[]
T295,T295,T,295,T0295_TMR,,TIMER,PLC,[]
T296,T296,T,296,T0296_TMR,,TIMER,PLC,[]
T297,T297,T,297,T0297_TMR,,TIMER,PLC,[]
T300,T300,T,300,T0300_TMR,,TIMER,PLC,[]
T301,T301,T,301,T0301_TMR,,TIMER,PLC,[]
T302,T302,T,302,T0302_TMR,,TIMER,PLC,[]
T303,T303,T,303,T0303_TMR,,TIMER,PLC,[]
T304,T304,T,304,T0304_TMR,,TIMER,PLC,[]
T305,T305,T,305,T0305_TMR,,TIMER,PLC,[]
T306,T306,T,306,T0306_TMR,,TIMER,PLC,[]
T307,T307,T,307,T0307_TMR,,TIMER,PLC,[]
T308,T308,T,308,T0308_TMR,,TIMER,PLC,[]
T309,T309,T,309,T0309_TMR,,TIMER,PLC,[]
T310,T310,T,310,T0310_TMR,,TIMER,PLC,[]
T311,T311,T,311,T0311_TMR,,TIMER,PLC,[]
T312,T312,T,312,T0312_TMR,,TIMER,PLC,[]
T313,T313,T,313,T0313_TMR,,TIMER,PLC,[]
T314,T314,T,314,T0314_TMR,,TIMER,PLC,[]
T315,T315,T,315,T0315_TMR,,TIMER,PLC,[]
T322,T322,T,322,T0322_TMR,,TIMER,PLC,[]
T340,T340,T,340,Tag_10MIN_SLUDGE_TIMER_TMR,"""10min Sludge Timer""",TIMER,PLC,[]
T341,T341,T,341,Tag_10MIN_SKIMMINGS_TIMER_TMR,"""10min Skimmings Timer""",TIMER,PLC,[]
T342,T342,T,342,T0342_TMR,,TIMER,PLC,[]
T350,T350,T,350,T0350_TMR,,TIMER,PLC,[]
T351,T351,T,351,EXT1_CONE_CLOSED_TIMER_TMR,"""EXT1 Cone Closed Timer""",TIMER,PLC,[]
T352,T352,T,352,T0352_TMR,,TIMER,PLC,[]
T353,T353,T,353,T0353_TMR,,TIMER,PLC,[]
T354,T354,T,354,T0354_TMR,,TIMER,PLC,[]
T355,T355,T,355,T0355_TMR,,TIMER,PLC,[]
T356,T356,T,356,T0356_TMR,,TIMER,PLC,[]
T357,T357,T,357,T0357_TMR,,TIMER,PLC,[]
T364,T364,T,364,T0364_TMR,,TIMER,PLC,[]
T365,T365,T,365,T0365_TMR,,TIMER,PLC,[]
T366,T366,T,366,T0366_TMR,,TIMER,PLC,[]
T367,T367,T,367,T0367_TMR,,TIMER,PLC,[]
T370,T370,T,370,T0370_TMR,,TIMER,PLC,[]
T371,T371,T,371,T0371_TMR,,TIMER,PLC,[]
T372,T372,T,372,T0372_TMR,,TIMER,PLC,[]
T373,T373,T,373,T0373_TMR,,TIMER,PLC,[]
T400,T400,T,400,PRT3_DISCHARGE_TIMER_TMR,"""PRT3 Discharge Timer""",TIMER,PLC,[]
T401,T401,T,401,PRT3_WATER_FILL_TIMER_TMR,"""PRT3 Water Fill Timer""",TIMER,PLC,[]
T403,T403,T,403,PRT2_DISCHARGE_TIMER_TMR,"""PRT2 Discharge Timer""",TIMER,PLC,[]
T404,T404,T,404,PRT2_WATER_FILL_TIMER_TMR,"""PRT2 Water Fill Timer""",TIMER,PLC,[]
T406,T406,T,406,PRT4_DISCHARGE_TIMER_TMR,"""PRT4 Discharge Timer""",TIMER,PLC,[]
T407,T407,T,407,PRT4_WATER_FILL_TIMER_TMR,"""PRT4 Water Fill Timer""",TIMER,PLC,[]
T408,T408,T,408,PRT1_AGITATOR_RUN_DURATION_TMR,"""PRT#1 Agitator Run Duration Timer""",TIMER,PLC,[]
T409,T409,T,409,PRT3_AGITATOR_RUN_DURATION_TMR,"""PRT#3 Agitator Run Duration Timer""",TIMER,PLC,[]
T410,T410,T,410,PRT2_AGITATOR_RUN_DURATION_TMR,"""PRT#2 Agitator Run Duration Timer""",TIMER,PLC,[]
T411,T411,T,411,PRT4_AGITATOR_RUN_DURATION_TMR,"""PRT#4 Agitator Run Duration Timer""",TIMER,PLC,[]
T412,T412,T,412,T0412_TMR,,TIMER,PLC,[]
T413,T413,T,413,T0413_TMR,,TIMER,PLC,[]
T414,T414,T,414,T0414_TMR,,TIMER,PLC,[]
T415,T415,T,415,T0415_TMR,,TIMER,PLC,[]
T600,T600,T,600,T0600_TMR,,TIMER,PLC,[]
T601,T601,T,601,T0601_TMR,,TIMER,PLC,[]
T602,T602,T,602,T0602_TMR,,TIMER,PLC,[]
T603,T603,T,603,T0603_TMR,,TIMER,PLC,[]
T605,T605,T,605,T0605_TMR,,TIMER,PLC,[]
T606,T606,T,606,T0606_TMR,,TIMER,PLC,[]
T607,T607,T,607,T0607_TMR,,TIMER,PLC,[]
T608,T608,T,608,T0608_TMR,,TIMER,PLC,[]
T609,T609,T,609,ALARM_ON_DELAY_TMR,"""Alarm On Delay""",TIMER,PLC,[]
T610,T610,T,610,T0610_TMR,,TIMER,PLC,[]
T611,T611,T,611,T0611_TMR,,TIMER,BOTH,['N_PRE_PRT_DROP_DELAY_TIMER']
T612,T612,T,612,T0612_TMR,,TIMER,PLC,[]
T3025,T3025,T,3025,PRT1_ADVANCE_TIM_TMR,"""Double Advance Timer Protection""",TIMER,PLC,[]
T3026,T3026,T,3026,LT_1001_ALMH_TIM_TMR,"""High Level Time Delay""",TIMER,PLC,[]
T3027,T3027,T,3027,LT_1001_ALML_TIM_TMR,"""HI Level delay""",TIMER,PLC,[]
T3028,T3028,T,3028,LT_1002_ALMH_TIM_TMR,"""High Level Time Delay""",TIMER,PLC,[]
T3030,T3030,T,3030,PRT1_1M_TIME_TMR,"""PRT1 1M TIME""",TIMER,PLC,[]
T3031,T3031,T,3031,PRT1_1M_TIME_RETENTIVE_TMR,"""PRT1 1M TIME (Retentive)""",TIMER,PLC,[]
T3032,T3032,T,3032,PRT1_AG_TOFF_TMR,"""PRT1 AG Off""",TIMER,PLC,[]
T3033,T3033,T,3033,PRT1_AG_TON_TMR,"""PRT1 AG On""",TIMER,PLC,[]
T3034,T3034,T,3034,PRT1_V1008_TON_TMR,"""Timer On""",TIMER,PLC,[]
T3035,T3035,T,3035,PRT1_V1008_TOFF_TMR,"""Timer Off""",TIMER,PLC,[]
T3036,T3036,T,3036,T3036_TMR,,TIMER,PLC,[]
T3037,T3037,T,3037,T3037_TMR,,TIMER,PLC,[]
T3038,T3038,T,3038,T3038_TMR,,TIMER,PLC,[]
T3039,T3039,T,3039,T3039_TMR,,TIMER,PLC,[]
T3040,T3040,T,3040,T3040_TMR,,TIMER,PLC,[]
T3041,T3041,T,3041,T3041_TMR,,TIMER,PLC,[]
T3075,T3075,T,3075,PRT2_ADVANCE_TIM_TMR,"""Double Advance Timer Protection""",TIMER,PLC,[]
T3076,T3076,T,3076,LT_2001_ALMH_TIM_TMR,"""High Level Time Delay""",TIMER,PLC,[]
T3077,T3077,T,3077,LT_2001_ALML_TIM_TMR,"""RHT2 High level time delay""",TIMER,PLC,[]
T3078,T3078,T,3078,LT_2002_ALMH_TIM_TMR,"""High Level Time Delay""",TIMER,PLC,[]
T3080,T3080,T,3080,PRT2_1M_TIME_TMR,"""PRT2 1M TIME""",TIMER,PLC,[]
T3081,T3081,T,3081,PRT2_1M_TIME_RETENTIVE_TMR,"""PRT2 1M TIME (Retentive)""",TIMER,PLC,[]
T3082,T3082,T,3082,PRT2_AG_TOFF_TMR,"""PRT2 AG Off""",TIMER,PLC,[]
T3083,T3083,T,3083,PRT2_AG_TON_TMR,"""PRT2 AG On""",TIMER,PLC,[]
T3084,T3084,T,3084,PRT2_V2008_TON_TMR,"""Timer On""",TIMER,PLC,[]
T3085,T3085,T,3085,PRT2_V2008_TOFF_TMR,"""Timer Off""",TIMER,PLC,[]
T3086,T3086,T,3086,T3086_TMR,,TIMER,PLC,[]
T3087,T3087,T,3087,T3087_TMR,,TIMER,PLC,[]
T3125,T3125,T,3125,PRT3_ADVANCE_TIM_TMR,"""Double Advance Timer Protection""",TIMER,PLC,[]
T3126,T3126,T,3126,LT_3001_ALMH_TIM_TMR,"""High Level Time Delay""",TIMER,PLC,[]
T3127,T3127,T,3127,LT_3001_ALML_TIM_TMR,"""RHT3 High level time delay""",TIMER,PLC,[]
T3128,T3128,T,3128,LT_3002_ALMH_TIM_TMR,"""High Level Time Delay""",TIMER,PLC,[]
T3130,T3130,T,3130,PRT3_1M_TIME_TMR,"""PRT3 1M TIME""",TIMER,PLC,[]
T3131,T3131,T,3131,PRT3_1M_TIME_RETENTIVE_TMR,"""PRT3 1M TIME (Retentive)""",TIMER,PLC,[]
T3132,T3132,T,3132,PRT3_AG_TOFF_TMR,"""PRT3 AG Off""",TIMER,PLC,[]
T3133,T3133,T,3133,PRT3_AG_TON_TMR,"""PRT3 AG On""",TIMER,PLC,[]
T3134,T3134,T,3134,PRT3_V3008_TON_TMR,"""Timer On""",TIMER,PLC,[]
T3135,T3135,T,3135,PRT3_V3008_TOFF_TMR,"""Timer Off""",TIMER,PLC,[]
T3136,T3136,T,3136,T3136_TMR,,TIMER,PLC,[]
T3137,T3137,T,3137,T3137_TMR,,TIMER,PLC,[]
T3150,T3150,T,3150,LT_120_ALMH_TIM_TMR,"""High Level Time Delay""",TIMER,PLC,[]
T3151,T3151,T,3151,LT_120_ALML_TIM_TMR,"""Low Level Time Delay""",TIMER,PLC,[]
T3152,T3152,T,3152,FIT_120_ALMH_TIM_TMR,"""High Flow Time Delay""",TIMER,PLC,[]
T3153,T3153,T,3153,FIT_120_ALML_TIM_TMR,"""Low Flow Time Delay""",TIMER,PLC,[]
T3154,T3154,T,3154,T3154_TMR,,TIMER,PLC,[]
T3155,T3155,T,3155,T3155_TMR,,TIMER,PLC,[]
T3156,T3156,T,3156,T3156_TMR,,TIMER,PLC,[]
T3160,T3160,T,3160,T3160_TMR,,TIMER,PLC,[]
T3161,T3161,T,3161,T3161_TMR,,TIMER,PLC,[]
T3162,T3162,T,3162,WATER_FRACTION_SPRAY_TIMER_TMR,"""Water Fraction Spray Timer""",TIMER,PLC,[]
T3163,T3163,T,3163,WATER_FRACTION_DRAIN_TIMER_TMR,"""Water Fraction Drain Timer""",TIMER,PLC,[]
T3164,T3164,T,3164,T3164_TMR,,TIMER,PLC,[]
T3165,T3165,T,3165,T3165_TMR,,TIMER,PLC,[]
T3166,T3166,T,3166,T3166_TMR,,TIMER,PLC,[]
T3167,T3167,T,3167,T3167_TMR,,TIMER,PLC,[]
T4010,T4010,T,4010,CHOPPER_TIMER2_TMR,"""Choppert2""",TIMER,PLC,[]
T4021,T4021,T,4021,CHOPERS_RUNTIMES_TMR,"""Choppers run timer""",TIMER,PLC,[]
T4025,T4025,T,4025,PRT4_ADVANCE_TIM_TMR,"""Double Advance Timer Protection""",TIMER,PLC,[]
T4026,T4026,T,4026,LT_4001_ALMH_TIM_TMR,"""High Level Time Delay""",TIMER,PLC,[]
T4027,T4027,T,4027,LT_4001_ALML_TIM_TMR,"""RHT4 High level time delay""",TIMER,PLC,[]
T4028,T4028,T,4028,LT_4002_ALMH_TIM_TMR,"""High Level Time Delay""",TIMER,PLC,[]
T4030,T4030,T,4030,PRT4_1M_TIME_TMR,"""PRT4 1M TIME""",TIMER,PLC,[]
T4031,T4031,T,4031,PRT4_1M_TIME_RETENTIVE_TMR,"""PRT4 1M TIME (Retentive)""",TIMER,PLC,[]
T4032,T4032,T,4032,PRT4_AG_TOFF_TMR,"""PRT4 AG Off""",TIMER,PLC,[]
T4033,T4033,T,4033,PRT4_AG_TON_TMR,"""PRT4 AG On""",TIMER,PLC,[]
T4034,T4034,T,4034,PRT4_V4008_TON_TMR,"""Timer On""",TIMER,PLC,[]
T4035,T4035,T,4035,PRT4_V4008_TOFF_TMR,"""Timer Off""",TIMER,PLC,[]
T4036,T4036,T,4036,T4036_TMR,,TIMER,PLC,[]
T4037,T4037,T,4037,T4037_TMR,,TIMER,PLC,[]
T4040,T4040,T,4040,TIME_DELAY_TMR,"""Time Delay""",TIMER,PLC,[]
T4041,T4041,T,4041,T4041_TMR,,TIMER,PLC,[]
T4045,T4045,T,4045,T4045_TMR,,TIMER,PLC,[]
T4046,T4046,T,4046,T4046_TMR,,TIMER,PLC,[]
T4048,T4048,T,4048,T4048_TMR,,TIMER,PLC,[]
T4049,T4049,T,4049,T4049_TMR,,TIMER,PLC,[]
T4051,T4051,T,4051,T4051_TMR,,TIMER,PLC,[]
T4052,T4052,T,4052,T4052_TMR,,TIMER,PLC,[]
CF000,CF0,CF,0,P_GE,"""Greater Than or Equals (GE) Flag""",BOOL,PLC,[]
CF002,CF2,CF,2,P_LE,"""Less Than or Equals (LE)  Flag""",BOOL,PLC,[]
CF005,CF5,CF,5,GREATER_THAN,"""System Greater Than (GE) Flag""",BOOL,PLC,[]
CF006,CF6,CF,6,P_EQ,"""Equals (EQ) Flag""",BOOL,PLC,[]
CF007,CF7,CF,7,P_LT,"""Less Than (LT) Flag""",BOOL,PLC,[]
CF102,CF102,CF,102,P_1S,"""1.0 second clock pulse bit""",BOOL,PLC,[]
CF104,CF104,CF,104,P_1MIN,"""1 minute clock pulse bit""",BOOL,PLC,[]
CF113,CF113,CF,113,P_ON,"""Always ON Flag""",BOOL,PLC,[]
CF114,CF114,CF,114,P_OFF,"""Always OFF Flag""",BOOL,PLC,[]
D32353,D32353,D,32353,N_PRE_POSTW4_3_TIME_SP2_AI,PostW4 Drain Preset,BOOL,BOTH,"['N_PRE_POSTW4_3_TIME_SP2_AI', 'N_PRE_POSTW4_3_TIME_SP2', 'N_PRE_POSTW4_3_TIME_SP2_AO']"
