address,real_address,prefix,number,tagname,description,tag_type,source,alias,SCADA_tagname
W15.08,W15.08,W,15.08,N_PRE_V4007_ZC,(NGC)PRT4 Discharge Valve Output,BOOL,BOTH,EXT_W_array[15].08,"['N_PRE_V4007_ZC', 'N_PRE_V4007_ZC_DI', 'N_PRE_V4007_ZC_DO']"
3361.04,3361.04,,3361.04,EXIT_DOOR_SK_BASIN_OVERRIDE,Skimming Basin Exit Door Alarm Override,BOOL,SCADA,EXT_IR_array[3361].04,['EXIT_DOOR_SK_BASIN_OVERRIDE']
3362.01,3362.01,,3362.01,EXT1_1ST_FILL_RESTART,,BOOL,SCADA,EXT_IR_array[3362].01,['EXT1_1ST_FILL_RESTART']
6.01,6.01,,6.01,PRE_RIND_PUMP,,BOOL,BOTH,EXT_IR_array[6].01,"['PRE_RIND_PUMP', 'EXT_SV30-25B_DI']"
W8.12,W8.12,W,8.12,EXT1_CHECK_LEVEL_RSET,EXT#1 LEVEL ALARM RESET,BOOL,SCADA,EXT_W_array[8].12,['EXT1_CHECK_LEVEL_RSET']
W20.00,W20.00,W,20.00,EXT1_DRAIN_COUNTER_ACTIVE,EXT#1 Drain Time Counter Active,BOOL,SCADA,EXT_W_array[20].00,['EXT1_DRAIN_COUNTER_ACTIVE']
W14.09,W14.09,W,14.09,N_PRE_V4007_ZH,(NGC)PRT4 Discharge Valve Opened,BOOL,BOTH,EXT_W_array[14].09,"['N_PRE_V4007_ZH', 'N_PRE_V4007_ZH_DI', 'N_PRE_V4007_ZH_DO']"
W14.10,W14.10,W,14.10,N_PRE_V4007_ZL,(NGC)PRT4 Discharge Valve  Closed,BOOL,BOTH,EXT_W_array[14].10,"['N_PRE_V4007_ZL', 'N_PRE_V4007_ZL_DI', 'N_PRE_V4007_ZL_DO']"
H502.06,H502.06,H,502.06,N_PRE_CHOP_4_DONE_DI,Chopping Done IND,BOOL,BOTH,EXT_H_array[502].06,"['N_PRE_CHOP_4_DONE_DI', 'N_PRE_CHOP_4_DONE', 'N_PRE_CHOP_4_DONE_DO']"
H302.04,H302.04,H,302.04,N_PRE_CHOP_3_IND_DI_DI,Chopping Start PB,BOOL,BOTH,EXT_H_array[302].04,"['N_PRE_CHOP_3_IND_DI_DI', 'N_PRE_CHOP_3_IND_DI', 'N_PRE_CHOP_3_IND_DI_DO']"
W22.05,W22.05,W,22.05,EXT1_RDY_FOR_PRT1_DROP,EXT1 Ready For PRT1 Drop - Cone Closed,BOOL,SCADA,EXT_W_array[22].05,['EXT1_RDY_FOR_PRT1_DROP']
H302.06,H302.06,H,302.06,N_PRE_CHOP_3_DONE_DI,Chopping Done IND,BOOL,BOTH,EXT_H_array[302].06,"['N_PRE_CHOP_3_DONE_DI', 'N_PRE_CHOP_3_DONE', 'N_PRE_CHOP_3_DONE_DO']"
H202.04,H202.04,H,202.04,N_PRE_CHOP_2_IND_DI_DI,Chopping Start PB,BOOL,BOTH,EXT_H_array[202].04,"['N_PRE_CHOP_2_IND_DI_DI', 'N_PRE_CHOP_2_IND_DI', 'N_PRE_CHOP_2_IND_DI_DO']"
H202.06,H202.06,H,202.06,N_PRE_CHOP_2_DONE_DI,Chopping Done IND,BOOL,BOTH,EXT_H_array[202].06,"['N_PRE_CHOP_2_DONE_DI', 'N_PRE_CHOP_2_DONE', 'N_PRE_CHOP_2_DONE_DO']"
H102.04,H102.04,H,102.04,N_PRE_CHOP_1_IND_DI_DI,Chopping Start PB,BOOL,BOTH,EXT_H_array[102].04,"['N_PRE_CHOP_1_IND_DI_DI', 'N_PRE_CHOP_1_IND_DI', 'N_PRE_CHOP_1_IND_DI_DO']"
H102.06,H102.06,H,102.06,N_PRE_CHOP_1_DONE_DI,Chopping Done IND,BOOL,BOTH,EXT_H_array[102].06,"['N_PRE_CHOP_1_DONE_DI', 'N_PRE_CHOP_1_DONE', 'N_PRE_CHOP_1_DONE_DO']"
W8.13,W8.13,W,8.13,EXT2_CHECK_LEVEL_RSET,EXT#2 LEVEL ALARM RESET,BOOL,SCADA,EXT_W_array[8].13,['EXT2_CHECK_LEVEL_RSET']
W20.01,W20.01,W,20.01,EXT2_DRAIN_COUNTER_ACTIVE,EXT#2 Drain Time Counter Active,BOOL,SCADA,EXT_W_array[20].01,['EXT2_DRAIN_COUNTER_ACTIVE']
W22.06,W22.06,W,22.06,EXT2_RDY_FOR_PRT2_DROP,EXT2 Ready For PRT2 Drop - Cone Closed,BOOL,SCADA,EXT_W_array[22].06,['EXT2_RDY_FOR_PRT2_DROP']
W8.14,W8.14,W,8.14,EXT3_CHECK_LEVEL_RSET,EXT#3 LEVEL ALARM RESET,BOOL,SCADA,EXT_W_array[8].14,['EXT3_CHECK_LEVEL_RSET']
W20.02,W20.02,W,20.02,EXT3_DRAIN_COUNTER_ACTIVE,EXT#3 Drain Time Counter Active,BOOL,SCADA,EXT_W_array[20].02,['EXT3_DRAIN_COUNTER_ACTIVE']
W22.07,W22.07,W,22.07,EXT3_RDY_FOR_PRT3_DROP,EXT3 Ready For PRT3 Drop - Cone Closed,BOOL,SCADA,EXT_W_array[22].07,['EXT3_RDY_FOR_PRT3_DROP']
H350.15,H350.15,H,350.15,N_PRE_ACID_WAS_RUNNING_DI,Acid Was Running,BOOL,BOTH,EXT_H_array[350].15,"['N_PRE_ACID_WAS_RUNNING_DI', 'N_PRE_ACID_WAS_RUNNING', 'N_PRE_ACID_WAS_RUNNING_DO']"
W8.15,W8.15,W,8.15,EXT4_CHECK_LEVEL_RSET,EXT#4 LEVEL ALARM RESET,BOOL,SCADA,EXT_W_array[8].15,['EXT4_CHECK_LEVEL_RSET']
W20.03,W20.03,W,20.03,EXT4_DRAIN_COUNTER_ACTIVE,EXT#4 Drain Time Counter Active,BOOL,SCADA,EXT_W_array[20].03,['EXT4_DRAIN_COUNTER_ACTIVE']
W22.08,W22.08,W,22.08,EXT4_RDY_FOR_PRT4_DROP,EXT4 Ready For PRT4 Drop - Cone Closed,BOOL,SCADA,EXT_W_array[22].08,['EXT4_RDY_FOR_PRT4_DROP']
H350.11,H350.11,H,350.11,N_PRE_ACID_ALM_RSET_DI,Acid Alarm Reset,BOOL,BOTH,EXT_H_array[350].11,"['N_PRE_ACID_ALM_RSET_DI', 'N_PRE_ACID_ALM_RSET', 'N_PRE_ACID_ALM_RSET_DO']"
H103.06,H103.06,H,103.06,N_PRE_V1005_MANUAL,(NGC)V1005 PRT1 Drain Valve,BOOL,BOTH,EXT_H_array[103].06,"['N_PRE_V1005_MANUAL', 'N_PRE_V1005_MANUAL_DI', 'N_PRE_V1005_MANUAL_DO']"
23.05,23.05,,23.05,CENT_V106_DI,V106,BOOL,SCADA,EXT_IR_array[23].05,['CENT_V106_DI']
329.13,329.13,,329.13,CENT_V106_AUTO_DI,V106,BOOL,BOTH,EXT_IR_array[329].13,"['CENT_V106_AUTO_DI', 'CENT_V106_AUTO_DO']"
23.07,23.07,,23.07,CENT_V105_DI,V105,BOOL,SCADA,EXT_IR_array[23].07,['CENT_V105_DI']
329.12,329.12,,329.12,CENT_V105_AUTO_DI,V105,BOOL,BOTH,EXT_IR_array[329].12,"['CENT_V105_AUTO_DI', 'CENT_V105_AUTO_DO']"
23.04,23.04,,23.04,CENT_V104_DI,V104,BOOL,SCADA,EXT_IR_array[23].04,['CENT_V104_DI']
329.11,329.11,,329.11,CENT_V104_AUTO_DI,V104,BOOL,BOTH,EXT_IR_array[329].11,"['CENT_V104_AUTO_DI', 'CENT_V104_AUTO_DO']"
484.00,484.00,,484.00,EXT_1_3_WFSKIP,EXT1 3rd COOK WF SKIP,BOOL,SCADA,EXT_IR_array[484].00,['EXT_1_3_WFSKIP']
22.04,22.04,,22.04,CENT_V103_DI,V103,BOOL,SCADA,EXT_IR_array[22].04,['CENT_V103_DI']
329.10,329.10,,329.10,CENT_V103_AUTO_DI,V103,BOOL,BOTH,EXT_IR_array[329].10,"['CENT_V103_AUTO_DI', 'CENT_V103_AUTO_DO']"
22.03,22.03,,22.03,CENT_V102_DI,V102,BOOL,SCADA,EXT_IR_array[22].03,['CENT_V102_DI']
329.09,329.09,,329.09,CENT_V102_AUTO_DI,V102,BOOL,BOTH,EXT_IR_array[329].09,"['CENT_V102_AUTO_DI', 'CENT_V102_AUTO_DO']"
22.02,22.02,,22.02,CENT_V101_DI,V101,BOOL,SCADA,EXT_IR_array[22].02,['CENT_V101_DI']
329.00,329.00,,329.00,CENT_V101_AUTO_DI,V101,BOOL,BOTH,EXT_IR_array[329].00,"['CENT_V101_AUTO_DI', 'CENT_V101_AUTO_DO']"
484.01,484.01,,484.01,EXT_1_4_WFSKIP,EXT1 4th COOK WF SKIP,BOOL,SCADA,EXT_IR_array[484].01,['EXT_1_4_WFSKIP']
42.15,42.15,,42.15,EXT_1_CONE_DI,EXT#1 CONE STATUS,BOOL,SCADA,EXT_IR_array[42].15,['EXT_1_CONE_DI']
W15.09,W15.09,W,15.09,N_PRE_V4008_ZC,(NGC)RHT4 Cold Water valve Output,BOOL,BOTH,EXT_W_array[15].09,"['N_PRE_V4008_ZC', 'N_PRE_V4008_ZC_DI', 'N_PRE_V4008_ZC_DO']"
W14.11,W14.11,W,14.11,N_PRE_V4008_ZH,(NGC)RHT4 Cold Water valve Opened,BOOL,BOTH,EXT_W_array[14].11,"['N_PRE_V4008_ZH', 'N_PRE_V4008_ZH_DI', 'N_PRE_V4008_ZH_DO']"
400.12,400.12,,400.12,CENT_DAILY_CLEANING_CLEAR,REMINDER - CLEAN CENTRIFUGE - DONE,BOOL,SCADA,EXT_IR_array[400].12,['CENT_DAILY_CLEANING_CLEAR']
340.08,340.08,,340.08,OSCIL_REASON_POPUP,,BOOL,SCADA,EXT_IR_array[340].08,['OSCIL_REASON_POPUP']
484.02,484.02,,484.02,EXT_2_3_WFSKIP,EXT2 3rd COOK WF SKIP,BOOL,SCADA,EXT_IR_array[484].02,['EXT_2_3_WFSKIP']
484.03,484.03,,484.03,EXT_2_4_WFSKIP,EXT2 4th COOK WF SKIP,BOOL,SCADA,EXT_IR_array[484].03,['EXT_2_4_WFSKIP']
43.15,43.15,,43.15,EXT_2_CONE_DI,EXT#2 CONE STATUS,BOOL,SCADA,EXT_IR_array[43].15,['EXT_2_CONE_DI']
340.03,340.03,,340.03,TRANSFER_REASON_POPUP,,BOOL,SCADA,EXT_IR_array[340].03,['TRANSFER_REASON_POPUP']
484.04,484.04,,484.04,EXT_3_3_WFSKIP,EXT3 3rd COOK WF SKIP,BOOL,SCADA,EXT_IR_array[484].04,['EXT_3_3_WFSKIP']
484.09,484.09,,484.09,EXT_3_4_WFSKIP,EXT3 4th COOK WF SKIP,BOOL,SCADA,EXT_IR_array[484].09,['EXT_3_4_WFSKIP']
46.15,46.15,,46.15,EXT_3_CONE_DI,EXT#3 CONE STATUS,BOOL,SCADA,EXT_IR_array[46].15,['EXT_3_CONE_DI']
400.01,400.01,,400.01,CAUSTIC_SYS_V104_ZH_DI,Centrifuge Caustic Valve Opened,BOOL,BOTH,EXT_IR_array[400].01,"['CAUSTIC_SYS_V104_ZH_DI', 'CAUSTIC_SYS_V104_ZH', 'CAUSTIC_SYS_V104_ZH_DO']"
W15.11,W15.11,W,15.11,N_PRE_V4010_ZC,(NGC)PRT4 Acid Dosing Valve Output,BOOL,BOTH,EXT_W_array[15].11,"['N_PRE_V4010_ZC', 'N_PRE_V4010_ZC_DI', 'N_PRE_V4010_ZC_DO']"
484.06,484.06,,484.06,EXT_4_3_WFSKIP,EXT4 3rd COOK WF SKIP,BOOL,SCADA,EXT_IR_array[484].06,['EXT_4_3_WFSKIP']
H358.05,H358.05,H,358.05,CAUSTIC_SYS_AREA6_STOP_PB_DI,AREA6_STOP_PB,BOOL,BOTH,EXT_H_array[358].05,"['CAUSTIC_SYS_AREA6_STOP_PB_DI', 'CAUSTIC_SYS_AREA6_STOP_PB', 'CAUSTIC_SYS_AREA6_STOP_PB_DO']"
3355.00,3355.00,,3355.00,MODIFIED_1ST_COOK_EXT_1_DI,Modified 1st Cook Bit For EXT #1,BOOL,SCADA,,['MODIFIED_1ST_COOK_EXT_1_DI']
H358.04,H358.04,H,358.04,CAUSTIC_SYS_AREA5_STOP_PB_DI,AREA5_STOP_PB,BOOL,BOTH,EXT_H_array[358].04,"['CAUSTIC_SYS_AREA5_STOP_PB_DI', 'CAUSTIC_SYS_AREA5_STOP_PB', 'CAUSTIC_SYS_AREA5_STOP_PB_DO']"
W14.14,W14.14,W,14.14,N_PRE_V4010_ZH,(NGC)PRT4 Acid Dosing Valve Opened,BOOL,BOTH,EXT_W_array[14].14,"['N_PRE_V4010_ZH', 'N_PRE_V4010_ZH_DI', 'N_PRE_V4010_ZH_DO']"
484.08,484.08,,484.08,EXT_4_4_WFSKIP,EXT4 4th COOK WF SKIP,BOOL,SCADA,EXT_IR_array[484].08,['EXT_4_4_WFSKIP']
H358.02,H358.02,H,358.02,CAUSTIC_SYS_AREA3_STOP_PB_DI,AREA3_STOP_PB,BOOL,BOTH,EXT_H_array[358].02,"['CAUSTIC_SYS_AREA3_STOP_PB_DI', 'CAUSTIC_SYS_AREA3_STOP_PB', 'CAUSTIC_SYS_AREA3_STOP_PB_DO']"
47.15,47.15,,47.15,EXT_4_CONE_DI,EXT#4 CONE STATUS,BOOL,SCADA,EXT_IR_array[47].15,['EXT_4_CONE_DI']
H358.01,H358.01,H,358.01,CAUSTIC_SYS_AREA2_STOP_PB_DI,AREA2_STOP_PB,BOOL,BOTH,EXT_H_array[358].01,"['CAUSTIC_SYS_AREA2_STOP_PB_DI', 'CAUSTIC_SYS_AREA2_STOP_PB', 'CAUSTIC_SYS_AREA2_STOP_PB_DO']"
H358.00,H358.00,H,358.00,CAUSTIC_SYS_AREA1_STOP_PB_DI,AREA1_STOP_PB,BOOL,BOTH,EXT_H_array[358].00,"['CAUSTIC_SYS_AREA1_STOP_PB_DI', 'CAUSTIC_SYS_AREA1_STOP_PB', 'CAUSTIC_SYS_AREA1_STOP_PB_DO']"
H304.02,H304.02,H,304.02,N_PRE_V3001_HMI_CMD,(NGC)RHT3 Drain Valve HMI CMD,BOOL,BOTH,EXT_H_array[304].02,"['N_PRE_V3001_HMI_CMD', 'N_PRE_V3001_HMI_CMD_DI', 'N_PRE_V3001_HMI_CMD_DO']"
W12.02,W12.02,W,12.02,N_PRE_V3001_ZC,(NGC)RHT3 Drain Valve Output,BOOL,BOTH,EXT_W_array[12].02,"['N_PRE_V3001_ZC', 'N_PRE_V3001_ZC_DI', 'N_PRE_V3001_ZC_DO']"
340.01,340.01,,340.01,HEATUP_REASON_POPUP,,BOOL,SCADA,EXT_IR_array[340].01,['HEATUP_REASON_POPUP']
340.00,340.00,,340.00,FILL_REASON_POPUP,,BOOL,SCADA,EXT_IR_array[340].00,['FILL_REASON_POPUP']
W11.02,W11.02,W,11.02,N_PRE_V3001_ZH,(NGC)RHT3 Drain Valve Opened,BOOL,BOTH,EXT_W_array[11].02,"['N_PRE_V3001_ZH', 'N_PRE_V3001_ZH_DI', 'N_PRE_V3001_ZH_DO']"
403.01,403.01,,403.01,N_PRE_WATER_DRAIN_IND,Pretreatment Drain Active,BOOL,SCADA,EXT_IR_array[403].01,['N_PRE_WATER_DRAIN_IND']
H304.03,H304.03,H,304.03,N_PRE_V3002_HMI_CMD,(NGC)RHT3 Slide Gate Valve HMI CMD,BOOL,BOTH,EXT_H_array[304].03,"['N_PRE_V3002_HMI_CMD', 'N_PRE_V3002_HMI_CMD_DI', 'N_PRE_V3002_HMI_CMD_DO']"
23.10,23.10,,23.10,EXT_CENTRIFUDGE_BOTH_TK_FULL,CNF BOTH TANKS FULL STOP MAZZ,BOOL,BOTH,EXT_IR_array[23].10,"['EXT_CENTRIFUDGE_BOTH_TK_FULL', 'CENTRIFUGE_FEED_TANK_FULL']"
20.04,20.04,,20.04,EXT_CENTRIFUDGE_EAST_TANK_HL,CNF_EAST TANK FULL,BOOL,BOTH,EXT_IR_array[20].04,"['EXT_CENTRIFUDGE_EAST_TANK_HL', 'EXT_CENTRIFUDGE_EAST_TANK_HL_A']"
20.06,20.06,,20.06,EXT_WF_TANK_HH_LEVEL,WF TANK OVERFLOW,BOOL,SCADA,EXT_IR_array[20].06,['EXT_WF_TANK_HH_LEVEL']
20.05,20.05,,20.05,EXT_CENTRIFUDGE_WEST_TANK_HL,CFT#2_TANK FULL,BOOL,BOTH,EXT_IR_array[20].05,"['EXT_CENTRIFUDGE_WEST_TANK_HL', 'EXT_CENTRIFUDGE_WEST_TANK_HL_A']"
W15.12,W15.12,W,15.12,N_PRE_V4011_ZC,(NGC)Caustic Dosing Valve for PRT4,BOOL,BOTH,EXT_W_array[15].12,"['N_PRE_V4011_ZC', 'N_PRE_V4011_ZC_DI', 'N_PRE_V4011_ZC_DO']"
W13.06,W13.06,W,13.06,N_PRE_V4011_ZH,(NGC)Caustic Dosing Valve for PRT4,BOOL,BOTH,EXT_W_array[13].06,"['N_PRE_V4011_ZH', 'N_PRE_V4011_ZH_DI', 'N_PRE_V4011_ZH_DO']"
20.08,20.08,,20.08,EXT_CENT_FEED_PUMP,Centrifuge Feed Pump to Centrifuge PLC,BOOL,BOTH,EXT_IR_array[20].08,"['EXT_CENT_FEED_PUMP', 'EXT_CENTRIFUDGE_FEED_PUMP']"
W12.03,W12.03,W,12.03,N_PRE_V3002_ZC,(NGC)RHT3 Slide Gate Valve Output,BOOL,BOTH,EXT_W_array[12].03,"['N_PRE_V3002_ZC', 'N_PRE_V3002_ZC_DI', 'N_PRE_V3002_ZC_DO']"
W11.03,W11.03,W,11.03,N_PRE_V3002_ZH,(NGC)RHT3 Slide Gate Valve Opened,BOOL,BOTH,EXT_W_array[11].03,"['N_PRE_V3002_ZH', 'N_PRE_V3002_ZH_DI', 'N_PRE_V3002_ZH_DO']"
W11.04,W11.04,W,11.04,N_PRE_V3002_ZL,(NGC)RHT3 Slide Gate Valve Closed,BOOL,BOTH,EXT_W_array[11].04,"['N_PRE_V3002_ZL', 'N_PRE_V3002_ZL_DI', 'N_PRE_V3002_ZL_DO']"
H304.04,H304.04,H,304.04,N_PRE_V3003_HMI_CMD,(NGC)PRT3 Spray Ball Cold Water Valve  H,BOOL,BOTH,EXT_H_array[304].04,"['N_PRE_V3003_HMI_CMD', 'N_PRE_V3003_HMI_CMD_DI', 'N_PRE_V3003_HMI_CMD_DO']"
3362.04,3362.04,,3362.04,EXT_ESTIMATOR_RESET,,BOOL,SCADA,EXT_IR_array[3362].04,['EXT_ESTIMATOR_RESET']
W12.04,W12.04,W,12.04,N_PRE_V3003_ZC,(NGC)PRT3 Spray Ball Cold Water Valve  O,BOOL,BOTH,EXT_W_array[12].04,"['N_PRE_V3003_ZC', 'N_PRE_V3003_ZC_DI', 'N_PRE_V3003_ZC_DO']"
W11.05,W11.05,W,11.05,N_PRE_V3003_ZH,(NGC)PRT3 Spray Ball Cold Water Valve  O,BOOL,BOTH,EXT_W_array[11].05,"['N_PRE_V3003_ZH', 'N_PRE_V3003_ZH_DI', 'N_PRE_V3003_ZH_DO']"
H304.05,H304.05,H,304.05,N_PRE_V3004_HMI_CMD,(NGC)PRT3 Drain Valve HMI CMD,BOOL,BOTH,EXT_H_array[304].05,"['N_PRE_V3004_HMI_CMD', 'N_PRE_V3004_HMI_CMD_DI', 'N_PRE_V3004_HMI_CMD_DO']"
W12.05,W12.05,W,12.05,N_PRE_V3004_ZC,(NGC)PRT3 Drain Valve Output,BOOL,BOTH,EXT_W_array[12].05,"['N_PRE_V3004_ZC', 'N_PRE_V3004_ZC_DI', 'N_PRE_V3004_ZC_DO']"
W11.06,W11.06,W,11.06,N_PRE_V3004_ZH,(NGC)PRT3 Drain Valve Opened,BOOL,BOTH,EXT_W_array[11].06,"['N_PRE_V3004_ZH', 'N_PRE_V3004_ZH_DI', 'N_PRE_V3004_ZH_DO']"
H304.06,H304.06,H,304.06,N_PRE_V3005_HMI_CMD,(NGC)PRT3 Drain Valve HMI CMD,BOOL,BOTH,EXT_H_array[304].06,"['N_PRE_V3005_HMI_CMD', 'N_PRE_V3005_HMI_CMD_DI', 'N_PRE_V3005_HMI_CMD_DO']"
W12.06,W12.06,W,12.06,N_PRE_V3005_ZC,(NGC)PRT3 Drain Valve Closed,BOOL,BOTH,EXT_W_array[12].06,"['N_PRE_V3005_ZC', 'N_PRE_V3005_ZC_DI', 'N_PRE_V3005_ZC_DO']"
W11.07,W11.07,W,11.07,N_PRE_V3005_ZH,(NGC)PRT3 Drain Valve Closed,BOOL,BOTH,EXT_W_array[11].07,"['N_PRE_V3005_ZH', 'N_PRE_V3005_ZH_DI', 'N_PRE_V3005_ZH_DO']"
480.15,480.15,,480.15,EXT_FLOW_FILL_TOT_AUTO_DI,MON TOTALIZER BIT (TOTALIZER PLC CNTRL),BOOL,BOTH,EXT_IR_array[480].15,"['EXT_FLOW_FILL_TOT_AUTO_DI', 'EXT_FLOW_FILL_TOT_AUTO_DO']"
W15.13,W15.13,W,15.13,N_PRE_V4012_ZC,(NGC)Caustic Dosing Valve for RHT4,BOOL,BOTH,EXT_W_array[15].13,"['N_PRE_V4012_ZC', 'N_PRE_V4012_ZC_DI', 'N_PRE_V4012_ZC_DO']"
W13.07,W13.07,W,13.07,N_PRE_V4012_ZH,(NGC)Caustic Dosing Valve for RHT4,BOOL,BOTH,EXT_W_array[13].07,"['N_PRE_V4012_ZH', 'N_PRE_V4012_ZH_DI', 'N_PRE_V4012_ZH_DO']"
45.07,45.07,,45.07,EXT_SV30-68_DI,SV30-68 Fill From Bottom via H/E,BOOL,SCADA,EXT_IR_array[45].07,['EXT_SV30-68_DI']
H304.07,H304.07,H,304.07,N_PRE_V3006_HMI_CMD,(NGC)PRT3 Cold Water Valve HMI CMD,BOOL,BOTH,EXT_H_array[304].07,"['N_PRE_V3006_HMI_CMD', 'N_PRE_V3006_HMI_CMD_DI', 'N_PRE_V3006_HMI_CMD_DO']"
45.02,45.02,,45.02,EXT_SV30-67_DI,SV30-67,BOOL,SCADA,EXT_IR_array[45].02,['EXT_SV30-67_DI']
333.02,333.02,,333.02,EXT_SV30-67_AUTO_DI,,BOOL,BOTH,EXT_IR_array[333].02,"['EXT_SV30-67_AUTO_DI', 'EXT_SV30-67_AUTO_DO']"
340.04,340.04,,340.04,AUTOJET_REASON_POPUP,,BOOL,SCADA,EXT_IR_array[340].04,['AUTOJET_REASON_POPUP']
W12.07,W12.07,W,12.07,N_PRE_V3006_ZC,(NGC)PRT3 Cold Water Valve Output,BOOL,BOTH,EXT_W_array[12].07,"['N_PRE_V3006_ZC', 'N_PRE_V3006_ZC_DI', 'N_PRE_V3006_ZC_DO']"
W11.08,W11.08,W,11.08,N_PRE_V3006_ZH,(NGC)PRT3 Cold Water Valve Opened,BOOL,BOTH,EXT_W_array[11].08,"['N_PRE_V3006_ZH', 'N_PRE_V3006_ZH_DI', 'N_PRE_V3006_ZH_DO']"
H304.08,H304.08,H,304.08,N_PRE_V3007_HMI_CMD,(NGC)PRT3 Discharge Valve HMI CMD,BOOL,BOTH,EXT_H_array[304].08,"['N_PRE_V3007_HMI_CMD', 'N_PRE_V3007_HMI_CMD_DI', 'N_PRE_V3007_HMI_CMD_DO']"
W12.08,W12.08,W,12.08,N_PRE_V3007_ZC,(NGC)PRT3 Discharge Valve Output,BOOL,BOTH,EXT_W_array[12].08,"['N_PRE_V3007_ZC', 'N_PRE_V3007_ZC_DI', 'N_PRE_V3007_ZC_DO']"
12.12,12.12,,12.12,EXT_SV30-66_DI,SV30-66,BOOL,SCADA,EXT_IR_array[12].12,['EXT_SV30-66_DI']
332.02,332.02,,332.02,EXT_SV30-66_AUTO_DI,,BOOL,BOTH,EXT_IR_array[332].02,"['EXT_SV30-66_AUTO_DI', 'EXT_SV30-66_AUTO_DO']"
12.11,12.11,,12.11,EXT_SV30-65_DI,SV30-65,BOOL,SCADA,EXT_IR_array[12].11,['EXT_SV30-65_DI']
331.02,331.02,,331.02,EXT_SV30-65_AUTO_DI,,BOOL,BOTH,EXT_IR_array[331].02,"['EXT_SV30-65_AUTO_DI', 'EXT_SV30-65_AUTO_DO']"
12.04,12.04,,12.04,EXT_SV30-64_DI,SV30-64,BOOL,SCADA,EXT_IR_array[12].04,['EXT_SV30-64_DI']
334.00,334.00,,334.00,EXT_SV30-64_AUTO_DI,,BOOL,BOTH,EXT_IR_array[334].00,"['EXT_SV30-64_AUTO_DI', 'EXT_SV30-64_AUTO_DO']"
12.03,12.03,,12.03,EXT_SV30-63_DI,SV30-63,BOOL,SCADA,EXT_IR_array[12].03,['EXT_SV30-63_DI']
333.00,333.00,,333.00,EXT_SV30-63_AUTO_DI,,BOOL,BOTH,EXT_IR_array[333].00,"['EXT_SV30-63_AUTO_DI', 'EXT_SV30-63_AUTO_DO']"
12.02,12.02,,12.02,EXT_SV30-62_DI,SV30-62,BOOL,SCADA,EXT_IR_array[12].02,['EXT_SV30-62_DI']
332.00,332.00,,332.00,EXT_SV30-62_AUTO_DI,,BOOL,BOTH,EXT_IR_array[332].00,"['EXT_SV30-62_AUTO_DI', 'EXT_SV30-62_AUTO_DO']"
40.08,40.08,,40.08,EXT_SV30-61_DI,SV30-61,BOOL,SCADA,EXT_IR_array[40].08,['EXT_SV30-61_DI']
331.00,331.00,,331.00,EXT_SV30-61_AUTO_DI,,BOOL,BOTH,EXT_IR_array[331].00,"['EXT_SV30-61_AUTO_DI', 'EXT_SV30-61_AUTO_DO']"
45.01,45.01,,45.01,EXT_SV30-59_DI,SV30-59,BOOL,SCADA,EXT_IR_array[45].01,['EXT_SV30-59_DI']
334.04,334.04,,334.04,EXT_SV30-59_AUTO_DI,,BOOL,BOTH,EXT_IR_array[334].04,"['EXT_SV30-59_AUTO_DI', 'EXT_SV30-59_AUTO_DO']"
45.10,45.10,,45.10,EXT_SV30-54_DI,SV30-54,BOOL,BOTH,EXT_IR_array[45].10,"['EXT_SV30-54_DI', 'EXT_SV30-43_DI']"
327.06,327.06,,327.06,EXT_SV30-54_AUTO_DI,,BOOL,BOTH,EXT_IR_array[327].06,"['EXT_SV30-54_AUTO_DI', 'EXT_SV30-43_AUTO_DI', 'EXT_SV30-43_AUTO_DO', 'EXT_SV30-54_AUTO_DO']"
W11.09,W11.09,W,11.09,N_PRE_V3007_ZH,(NGC)PRT3 Discharge Valve Opened,BOOL,BOTH,EXT_W_array[11].09,"['N_PRE_V3007_ZH', 'N_PRE_V3007_ZH_DI', 'N_PRE_V3007_ZH_DO']"
44.14,44.14,,44.14,EXT_SV30-53_DI,SV30-53,BOOL,BOTH,EXT_IR_array[44].14,"['EXT_SV30-53_DI', 'EXT_SV30-1_DI']"
326.11,326.11,,326.11,EXT_SV30-53_AUTO_DI,,BOOL,BOTH,EXT_IR_array[326].11,"['EXT_SV30-53_AUTO_DI', 'EXT_SV30-1_AUTO_DI', 'EXT_SV30-1_AUTO_DO', 'EXT_SV30-53_AUTO_DO']"
41.10,41.10,,41.10,EXT_SV30-52_DI,SV30-52,BOOL,BOTH,EXT_IR_array[41].10,"['EXT_SV30-52_DI', 'EXT_SV30-23_DI']"
W11.10,W11.10,W,11.10,N_PRE_V3007_ZL,(NGC)PRT3 Discharge Valve  Closed,BOOL,BOTH,EXT_W_array[11].10,"['N_PRE_V3007_ZL', 'N_PRE_V3007_ZL_DI', 'N_PRE_V3007_ZL_DO']"
332.04,332.04,,332.04,EXT_SV30-52_AUTO_DI,,BOOL,BOTH,EXT_IR_array[332].04,"['EXT_SV30-52_AUTO_DI', 'EXT_SV30-52_AUTO_DO']"
40.14,40.14,,40.14,EXT_SV30-51_DI,SV30-51,BOOL,SCADA,EXT_IR_array[40].14,['EXT_SV30-51_DI']
